Disaster Type,Continent,Start Year,Start Month,Total Deaths,No Affected,Total Affected
Storm,Oceania,2011,1,0,32000,32000
Flood,Africa,2012,8,15,0,31980
Storm,Asia,2008,9,18,30860,31680
Flood,Americas,2011,4,12,31600,31600
Flood,Americas,2019,1,4,31451,31451
Flood,Europe,2012,7,172,22000,31410
Flood,Americas,2017,9,0,31319,31319
Flood,Americas,2004,5,2665,31130,31283
Flood,Americas,2009,2,23,31250,31250
Storm,Asia,2008,7,2,31129,31130
Flood,Americas,2005,6,28,31000,31000
Flood,Americas,2011,3,10,31000,31000
Flood,Asia,2012,6,29,0,30929
Flood,Asia,2011,5,0,30858,30858
Flood,Europe,2005,9,10,30000,30800
Flood,Africa,2008,11,17,30770,30770
Flood,Americas,2009,11,7,30618,30618
Storm,Asia,2013,9,6,30147,30288
Flood,Africa,2017,3,11,26500,30250
Flood,Africa,2008,11,49,30000,30040
Earthquake,Asia,2004,1,1,30000,30040
Storm,Asia,2020,4,3,30000,30013
Flood,Asia,2007,7,96,0,30000
Flood,Asia,2005,9,39,30000,30000
Flood,Asia,2004,8,34,30000,30000
Flood,Africa,2006,10,30,30000,30000
Flood,Americas,2014,11,12,30000,30000
Flood,Africa,2011,1,11,30000,30000
Flood,Americas,2020,7,11,30000,30000
Storm,Americas,2004,8,10,30000,30000
Flood,Asia,2005,11,9,30000,30000
Flood,Americas,2019,6,7,30000,30000
Flood,Europe,2007,6,6,0,30000
Storm,Americas,2014,10,6,30000,30000
Flood,Africa,2018,9,6,30000,30000
Storm,Africa,2019,12,6,30000,30000
Flood,Africa,2006,8,5,30000,30000
Storm,Americas,2005,10,4,30000,30000
Flood,Africa,2015,6,4,30000,30000
Storm,Asia,2015,1,4,30000,30000
Storm,Americas,2014,8,3,30000,30000
Storm,Asia,2007,9,2,30000,30000
Flood,Asia,2005,7,0,30000,30000
Storm,Americas,2007,9,0,0,30000
Flood,Americas,2008,12,0,30000,30000
Flood,Asia,2010,9,0,30000,30000
Flood,Asia,2016,2,0,30000,30000
Storm,Asia,2017,7,0,30000,30000
Storm,Africa,2018,1,0,30000,30000
Flood,Asia,2011,7,34,29933,29933
Earthquake,Asia,2016,9,0,29800,29832
Flood,Asia,2016,4,20,29750,29750
Flood,Africa,2015,7,9,29599,29628
Flood,Africa,2010,9,1,29550,29550
Flood,Americas,2012,5,9,29500,29500
Flood,Asia,2006,6,236,28505,29231
Flood,Asia,2008,1,0,29184,29184
Flood,Africa,2005,12,16,20000,29012
Flood,Asia,2011,7,53,29000,29000
Flood,Asia,2007,12,29,0,29000
Flood,Africa,2015,8,8,28871,28925
Earthquake,Asia,2012,8,1,28869,28879
Storm,Americas,2015,8,30,28000,28594
Flood,Asia,2010,1,5,28500,28500
Flood,Asia,2017,5,1,25200,28500
Storm,Asia,2017,9,0,28500,28500
Flood,Africa,2011,8,9,0,28175
Flood,Africa,2016,4,13,14000,27933
Flood,Asia,2012,5,74,27469,27769
Storm,Asia,2008,9,1,27683,27683
Earthquake,Americas,2005,6,11,27463,27645
Flood,Africa,2004,4,3,27545,27545
Flood,Asia,2019,10,12,27500,27500
Earthquake,Asia,2004,12,102,12000,27214
Earthquake,Asia,2008,12,0,27000,27169
Flood,Asia,2014,12,4,27140,27140
Earthquake,Europe,2010,11,2,25440,27030
Earthquake,Americas,2014,7,3,27000,27000
Flood,Oceania,2014,6,0,27000,27000
Flood,Africa,2020,4,0,27000,27000
Flood,Africa,2011,7,20,26965,26965
Flood,Africa,2011,12,0,26350,26350
Flood,Africa,2012,3,0,26350,26350
Flood,Asia,2016,8,5,26328,26328
Flood,Asia,2019,10,3,26250,26255
Flood,Africa,2019,10,19,26083,26102
Flood,Africa,2018,3,24,26000,26051
Earthquake,Asia,2019,10,10,25630,26025
Storm,Americas,2017,9,5,26000,26000
Flood,Asia,2004,7,21,20000,25807
Storm,Americas,2008,10,0,25800,25800
Flood,Asia,2015,7,0,25750,25750
Flood,Americas,2010,2,1,25700,25700
Flood,Americas,2017,1,0,25646,25661
Flood,Americas,2013,1,0,25567,25567
Flood,Africa,2013,5,13,25445,25445
Earthquake,Asia,2009,8,1,25000,25319
Storm,Asia,2012,9,0,25250,25250
Earthquake,Americas,2010,4,2,25000,25232
Earthquake,Americas,2007,11,2,25000,25155
Storm,Americas,2012,9,5,25000,25100
Flood,Asia,2008,10,90,25000,25064
Flood,Americas,2005,2,76,25000,25042
Storm,Asia,2013,3,2,25020,25020
Flood,Asia,2017,5,7,25000,25011
Storm,Asia,2004,5,236,0,25000
Flood,Asia,2019,11,27,25000,25000
Flood,Africa,2017,5,26,25000,25000
Flood,Asia,2014,7,23,0,25000
Flood,Asia,2018,11,21,25000,25000
Flood,Africa,2018,6,20,25000,25000
Flood,Africa,2010,8,19,25000,25000
Storm,Americas,2008,5,13,25000,25000
Storm,Asia,2014,6,11,0,25000
Flood,Africa,2020,5,11,25000,25000
Flood,Africa,2008,7,9,24000,25000
Storm,Asia,2014,4,9,25000,25000
Flood,Asia,2013,9,7,25000,25000
Flood,Africa,2013,3,5,25000,25000
Flood,Americas,2006,5,3,25000,25000
Storm,Asia,2013,3,3,25000,25000
Flood,Asia,2018,8,3,25000,25000
Flood,Asia,2015,1,2,25000,25000
Storm,Africa,2018,5,2,25000,25000
Flood,Africa,2005,4,1,25000,25000
Flood,Americas,2011,5,1,25000,25000
Storm,Asia,2015,4,1,25000,25000
Flood,Asia,2005,2,0,25000,25000
Flood,Africa,2007,10,0,20000,25000
Flood,Asia,2012,2,0,25000,25000
Storm,Americas,2016,9,0,25000,25000
Flood,Asia,2016,12,0,25000,25000
Flood,Americas,2016,11,0,25000,25000
Earthquake,Asia,2017,4,0,25000,25000
Flood,Asia,2020,4,0,25000,25000
Storm,Asia,2016,7,69,0,24900
Storm,Americas,2010,5,18,16673,24675
Flood,Americas,2010,12,13,24407,24610
Flood,Europe,2014,5,6,22545,24545
Flood,Asia,2007,1,9,24508,24508
Earthquake,Americas,2020,6,10,24369,24369
Flood,Africa,2015,9,10,24303,24303
Earthquake,Americas,2012,3,1,24283,24297
Flood,Africa,2015,2,26,0,24000
Flood,Americas,2007,10,10,24000,24000
Flood,Asia,2016,3,5,24000,24000
Flood,Asia,2013,7,0,24000,24000
Flood,Americas,2016,1,0,23955,23955
Flood,Africa,2008,11,11,23831,23831
Flood,Africa,2005,8,1,0,23805
Flood,Asia,2013,9,0,23640,23640
Flood,Africa,2008,8,1,23600,23600
Earthquake,Asia,2017,11,0,23400,23403
Flood,Americas,2008,11,12,23287,23292
Flood,Africa,2011,4,4,23290,23291
Flood,Americas,2019,10,20,23035,23250
Earthquake,Asia,2019,11,6,22500,23084
Storm,Oceania,2004,1,0,20000,23060
Flood,Africa,2007,1,4,0,23000
Flood,Africa,2019,10,0,23000,23000
Storm,Asia,2005,1,260,22656,22656
Flood,Asia,2016,8,3,22500,22500
Flood,Asia,2013,12,0,22500,22500
Earthquake,Europe,2016,10,0,22272,22292
Storm,Asia,2017,8,8,0,22273
Flood,Africa,2010,8,2,22116,22125
Flood,Americas,2010,2,27,22085,22085
Storm,Asia,2008,7,10,22079,22081
Flood,Americas,2016,4,6,22060,22070
Storm,Asia,2018,4,18,22000,22050
Earthquake,Asia,2004,9,0,19000,22019
Flood,Asia,2007,10,15,22000,22000
Storm,Americas,2012,10,3,22000,22000
Flood,Africa,2016,7,0,22000,22000
Flood,Asia,2015,9,0,22000,22000
Storm,Asia,2020,1,0,22000,22000
Earthquake,Asia,2005,3,0,21912,21912
Flood,Americas,2013,9,9,16500,21900
Earthquake,Asia,2007,11,3,20000,21800
Storm,Asia,2014,8,10,21654,21750
Storm,Asia,2015,1,2,21687,21687
Storm,Asia,2017,9,2,21600,21656
Flood,Asia,2017,7,13,19200,21600
Flood,Africa,2010,3,0,21290,21290
Earthquake,Asia,2011,3,74,18000,21277
Storm,Asia,2006,11,6,21250,21260
Flood,Africa,2010,7,8,21194,21194
Flood,Asia,2011,6,30,21160,21160
Flood,Europe,2017,11,1,21000,21002
Storm,Asia,2018,5,32,21000,21000
Flood,Africa,2012,6,18,0,21000
Flood,Americas,2016,4,9,21000,21000
Storm,Asia,2017,7,9,21000,21000
Storm,Asia,2013,7,7,21000,21000
Flood,Africa,2020,4,0,21000,21000
Flood,Americas,2015,2,2,20850,20950
Earthquake,Asia,2018,6,5,20298,20715
Storm,Asia,2010,8,14,20560,20700
Flood,Africa,2007,9,0,20685,20685
Earthquake,Asia,2008,9,6,20500,20545
Storm,Americas,2012,8,5,20515,20515
Flood,Africa,2009,5,25,20390,20406
Flood,Africa,2020,3,40,20000,20400
Storm,Africa,2019,12,5,14000,20293
Storm,Asia,2015,4,53,20000,20200
Flood,Africa,2011,9,0,16143,20143
Flood,Africa,2011,12,0,20000,20100
Flood,Africa,2019,5,4,20000,20030
Wildfire,Asia,2010,12,44,20000,20022
Earthquake,Asia,2011,9,1,20000,20016
Storm,Asia,2019,11,1,20000,20014
Flood,Americas,2006,11,11,20000,20010
Storm,Oceania,2014,3,12,20000,20006
Flood,Asia,2006,10,27,20000,20004
Flood,Asia,2008,6,16,0,20002
Flood,Asia,2006,8,135,20000,20000
Flood,Asia,2007,3,104,20000,20000
Flood,Asia,2007,9,94,20000,20000
Storm,Asia,2007,6,76,20000,20000
Flood,Americas,2010,1,41,20000,20000
Flood,Asia,2018,10,35,20000,20000
Flood,Asia,2014,1,32,20000,20000
Flood,Africa,2008,10,30,20000,20000
Flood,Africa,2014,4,28,20000,20000
Flood,Africa,2012,9,25,0,20000
Storm,Asia,2005,9,16,20000,20000
Flood,Americas,2008,7,12,20000,20000
Storm,Americas,2015,5,12,20000,20000
Flood,Africa,2009,7,11,20000,20000
Flood,Africa,2012,8,10,20000,20000
Flood,Asia,2008,12,9,20000,20000
Flood,Asia,2004,2,7,20000,20000
Storm,Americas,2006,10,4,20000,20000
Flood,Europe,2010,12,3,20000,20000
Flood,Africa,2014,1,3,20000,20000
Flood,Asia,2011,1,2,20000,20000
Flood,Asia,2015,11,2,20000,20000
Flood,Africa,2004,2,0,20000,20000
Flood,Africa,2004,10,0,0,20000
Earthquake,Asia,2006,10,0,20000,20000
Storm,Americas,2007,8,0,20000,20000
Flood,Americas,2008,11,0,20000,20000
Flood,Asia,2009,8,0,20000,20000
Flood,Americas,2014,1,0,20000,20000
Flood,Americas,2015,10,0,20000,20000
Flood,Africa,2014,,0,0,20000
Flood,Oceania,2015,3,0,20000,20000
Flood,Africa,2019,10,0,20000,20000
Flood,Americas,2013,12,6,19984,19984
Storm,Americas,2009,11,0,19897,19897
Flood,Africa,2009,6,16,19755,19755
Flood,Asia,2016,11,5,19669,19669
Storm,Americas,2007,9,1,19500,19500
Flood,Americas,2019,4,1,19500,19500
Storm,Asia,2013,10,39,19182,19289
Storm,Asia,2009,4,7,19125,19209
Flood,Americas,2005,6,13,19000,19105
Flood,Asia,2007,8,2,19000,19000
Flood,Africa,2006,5,0,0,19000
Flood,Asia,2014,12,15,18880,18888
Flood,Africa,2005,1,0,18825,18825
Storm,Asia,2017,10,8,18600,18810
Flood,Africa,2012,9,0,18800,18800
Flood,Africa,2019,9,12,18640,18640
Earthquake,Asia,2005,8,0,18500,18509
Flood,Asia,2014,6,27,18500,18500
Flood,Americas,2016,5,1,18370,18373
Flood,Asia,2006,6,52,18250,18250
Storm,Asia,2012,9,2,18045,18225
Storm,Asia,2018,9,4,18000,18200
Flood,Asia,2020,3,56,15000,18031
Earthquake,Asia,2018,8,0,18000,18024
Flood,Asia,2006,11,20,18000,18020
Flood,Asia,2005,12,69,0,18000
Flood,Americas,2014,11,44,18000,18000
Flood,Africa,2020,1,13,18000,18000
Storm,Europe,2014,2,5,18000,18000
Flood,Asia,2015,8,5,18000,18000
Flood,Americas,2009,9,3,18000,18000
Storm,Asia,2018,7,1,18000,18000
Flood,Americas,2009,6,0,18000,18000
Flood,Americas,2007,10,0,18000,18000
Storm,Asia,2016,8,0,18000,18000
Flood,Africa,2010,9,1,17767,17767
Flood,Africa,2007,1,2,17060,17719
Flood,Asia,2015,11,9,17700,17700
Flood,Americas,2020,2,3,17700,17700
Flood,Asia,2006,11,166,17575,17580
Flood,Asia,2012,9,34,0,17540
Flood,Asia,2006,2,39,17500,17539
Earthquake,Asia,2014,5,1,17500,17523
Flood,Americas,2012,10,12,17500,17518
Flood,Asia,2019,8,32,17500,17500
Flood,Asia,2007,8,11,0,17500
Flood,Asia,2007,8,11,0,17500
Flood,Americas,2013,12,12,16885,17422
Flood,Asia,2017,3,8,17410,17410
Earthquake,Africa,2008,2,11,17355,17355
Flood,Africa,2006,4,60,17300,17300
Flood,Americas,2008,7,27,17300,17300
Flood,Asia,2013,6,58,17199,17214
Storm,Americas,2011,4,354,0,17200
Flood,Asia,2007,4,1,17184,17184
Flood,Europe,2006,3,6,12069,17071
Storm,Americas,2012,6,9,17000,17001
Flood,Asia,2007,9,10,17000,17000
Flood,Africa,2010,2,5,17000,17000
Flood,Africa,2007,8,1,17000,17000
Flood,Asia,2010,7,0,17000,17000
Flood,Americas,2018,1,0,17000,17000
Earthquake,Asia,2017,2,8,16655,16857
Earthquake,Asia,2015,11,0,11490,16780
Flood,Asia,2018,6,33,16710,16728
Storm,Asia,2016,9,0,16648,16648
Earthquake,Asia,2017,7,3,16052,16500
Earthquake,Americas,2006,12,0,16470,16470
Flood,Asia,2007,11,11,16463,16463
Flood,Africa,2008,12,0,16380,16380
Flood,Africa,2010,7,3,16350,16362
Flood,Asia,2005,6,193,0,16298
Flood,Africa,2015,3,0,16296,16296
Flood,Asia,2010,2,44,15500,16200
Storm,Asia,2018,7,14,16200,16200
Flood,Asia,2011,11,5,16178,16191
Flood,Americas,2017,5,2,16113,16113
Flood,Africa,2017,8,0,16060,16060
Flood,Oceania,2010,1,2,16016,16017
Flood,Americas,2007,5,9,16000,16000
Flood,Asia,2011,4,2,12238,16000
Flood,Africa,2010,8,0,16000,16000
Flood,Africa,2010,10,0,16000,16000
Flood,Africa,2010,3,0,16000,16000
Flood,Asia,2013,10,0,16000,16000
Flood,Americas,2015,12,0,16000,16000
Flood,Africa,2019,1,0,15974,15974
Flood,Africa,2018,4,15,15862,15873
Flood,Africa,2018,7,101,15701,15872
Flood,Asia,2019,8,13,15800,15861
Flood,Africa,2018,1,51,0,15760
Flood,Europe,2017,5,0,15721,15721
Earthquake,Asia,2004,12,71,12500,15700
Flood,Africa,2006,8,0,15610,15610
Flood,Asia,2017,10,23,0,15600
Storm,Asia,2015,10,14,14700,15600
Storm,Europe,2015,12,3,15600,15600
Earthquake,Asia,2019,9,1,15123,15582
Earthquake,Asia,2019,9,1,15123,15582
Earthquake,Asia,2019,4,25,15273,15555
Earthquake,Asia,2012,5,0,15500,15550
Flood,Africa,2010,6,1,15486,15486
Flood,Asia,2010,1,1,15480,15480
Flood,Africa,2016,6,0,15431,15431
Earthquake,Asia,2006,7,3,15408,15427
Flood,Africa,2011,8,1,15415,15415
Flood,Americas,2006,1,0,15000,15325
Earthquake,Europe,2011,5,10,0,15300
Flood,Asia,2013,11,23,0,15254
Flood,Asia,2012,11,13,15210,15210
Earthquake,Asia,2013,4,41,15000,15175
Storm,Asia,2018,10,25,15000,15124
Storm,Africa,2019,6,4,15000,15101
Storm,Asia,2020,8,0,15100,15100
Flood,Africa,2013,11,0,15086,15086
Storm,Americas,2005,7,40,15000,15036
Earthquake,Africa,2009,12,1,0,15015
Flood,Americas,2007,3,14,15000,15014
Flood,Asia,2010,7,21,15000,15007
Storm,Americas,2019,9,370,15000,15000
Flood,Asia,2007,8,76,15000,15000
Flood,Asia,2015,7,32,15000,15000
Flood,Asia,2006,8,26,15000,15000
Flood,Asia,2009,7,26,15000,15000
Flood,Asia,2008,12,24,15000,15000
Flood,Asia,2009,4,21,15000,15000
Flood,Africa,2005,8,20,15000,15000
Storm,Asia,2005,11,20,15000,15000
Flood,Asia,2006,8,19,15000,15000
Storm,Asia,2015,11,18,15000,15000
Storm,Africa,2012,2,15,15000,15000
Flood,Asia,2015,9,14,15000,15000
Storm,Americas,2015,10,14,15000,15000
Flood,Asia,2004,12,13,0,15000
Flood,Africa,2007,1,7,15000,15000
Storm,Asia,2006,8,6,15000,15000
Storm,Americas,2006,8,5,15000,15000
Flood,Americas,2007,10,5,15000,15000
Flood,Africa,2008,2,4,15000,15000
Storm,Americas,2017,9,4,15000,15000
Flood,Africa,2007,12,3,15000,15000
Storm,Americas,2005,6,2,15000,15000
Flood,Americas,2015,3,2,15000,15000
Storm,Americas,2019,10,2,15000,15000
Flood,Asia,2019,11,2,15000,15000
Storm,Oceania,2009,5,1,15000,15000
Storm,Asia,2010,7,1,15000,15000
Flood,Asia,2019,8,1,15000,15000
Storm,Africa,2004,2,0,0,15000
Wildfire,Americas,2004,5,0,15000,15000
Flood,Africa,2004,8,0,15000,15000
Flood,Africa,2004,8,0,0,15000
Flood,Africa,2012,8,0,15000,15000
Flood,Oceania,2012,3,5,14984,14984
Flood,Europe,2010,6,0,14910,14910
Storm,Asia,2019,3,28,14242,14854
Flood,Europe,2005,7,24,14669,14669
Flood,Asia,2005,8,18,13010,14510
Flood,Asia,2005,8,28,14500,14500
Flood,Africa,2013,1,0,14500,14500
Flood,Europe,2009,6,13,14450,14450
Storm,Asia,2016,8,23,14400,14400
Storm,Asia,2017,7,19,13500,14400
Earthquake,Europe,2012,5,17,0,14350
Storm,Asia,2016,11,0,14309,14309
Flood,Africa,2009,9,5,14258,14258
Flood,Americas,2013,5,27,14149,14149
Flood,Europe,2004,7,4,14128,14128
Storm,Asia,2015,7,5,10800,14100
Earthquake,Asia,2004,2,37,13390,14072
Storm,Americas,2016,9,3,13500,14070
Storm,Americas,2004,9,11,14000,14009
Flood,Asia,2020,7,36,14000,14000
Flood,Americas,2011,12,33,0,14000
Flood,Asia,2018,5,21,14000,14000
Earthquake,Asia,2007,7,9,13000,14000
Flood,Asia,2015,6,7,14000,14000
Flood,Europe,2004,8,6,14000,14000
Flood,Europe,2007,5,0,14000,14000
Flood,Europe,2010,12,0,14000,14000
Storm,Europe,2013,3,0,14000,14000
Flood,Americas,2019,1,0,14000,14000
Storm,Americas,2013,9,2,13800,13864
Flood,Asia,2013,2,3,13860,13860
Earthquake,Oceania,2013,7,0,13836,13840
Earthquake,Asia,2018,1,1,13800,13811
Storm,Asia,2015,7,0,10800,13800
Storm,Asia,2017,8,0,13200,13800
Flood,Americas,2017,10,7,13565,13715
Flood,Americas,2016,12,0,13650,13650
Earthquake,Asia,2008,8,4,0,13529
Storm,Asia,2013,2,2,13500,13500
Earthquake,Africa,2004,2,628,0,13465
Earthquake,Asia,2018,8,2,10000,13255
Flood,Asia,2017,11,9,13197,13197
Storm,Asia,2019,1,0,13160,13160
Flood,Asia,2012,5,0,13150,13151
Flood,Africa,2018,8,0,13150,13150
Earthquake,Asia,2004,2,24,10765,13148
Flood,Asia,2018,7,136,13100,13100
Storm,Asia,2013,11,16,12630,13094
Wildfire,Americas,2015,7,0,13000,13036
Flood,Americas,2009,10,10,13000,13014
Flood,Asia,2019,4,18,13000,13002
Storm,Asia,2004,4,76,0,13000
Flood,Americas,2010,11,35,0,13000
Flood,Africa,2006,4,8,13000,13000
Flood,Africa,2011,8,7,13000,13000
Flood,Asia,2004,2,5,13000,13000
Flood,Americas,2018,10,4,13000,13000
Flood,Americas,2011,5,2,0,13000
Flood,Oceania,2012,1,2,13000,13000
Flood,Asia,2017,11,2,13000,13000
Flood,Asia,2008,2,1,13000,13000
Flood,Asia,2010,3,0,8000,13000
Flood,Africa,2018,5,0,12956,12956
Flood,Africa,2017,8,3,12890,12890
Flood,Americas,2008,2,9,12858,12870
Earthquake,Asia,2004,11,32,12620,12833
Flood,Asia,2017,7,0,12831,12831
Flood,Asia,2016,5,4,12750,12750
Flood,Asia,2010,8,196,12500,12725
Storm,Oceania,2012,12,12,12703,12703
Flood,Africa,2004,10,3,0,12698
Flood,Africa,2014,2,96,0,12682
Flood,Asia,2015,4,2,12670,12670
Flood,Africa,2011,7,6,12571,12571
Flood,Americas,2014,6,0,10917,12555
Storm,Asia,2007,9,11,12515,12515
Flood,Asia,2013,5,76,12474,12503
Flood,Asia,2016,3,6,12500,12500
Flood,Asia,2013,1,5,12500,12500
Flood,Americas,2007,5,2,0,12500
Flood,Americas,2007,9,0,12500,12500
Flood,Asia,2010,9,0,12500,12500
Storm,Asia,2006,9,10,12000,12448
Flood,Asia,2010,10,291,9011,12428
Storm,Asia,2010,7,10,12400,12400
Flood,Europe,2007,11,0,12370,12370
Storm,Oceania,2014,4,0,12346,12346
Storm,Americas,2020,3,25,12000,12300
Flood,Asia,2012,6,0,12300,12300
Earthquake,Americas,2014,4,2,12015,12281
Earthquake,Asia,2014,8,0,0,12250
Earthquake,Asia,2015,9,0,12185,12247
Flood,Europe,2010,6,26,12237,12237
Flood,Asia,2005,10,28,12000,12211
Flood,Asia,2007,12,0,12205,12205
Flood,Africa,2012,11,6,12200,12200
Flood,Americas,2018,2,6,12000,12186
Earthquake,Asia,2006,12,0,12000,12050
Earthquake,Europe,2006,4,0,12000,12040
Flood,Americas,2009,9,0,12035,12035
Storm,Asia,2016,4,14,0,12012
Wildfire,Europe,2017,7,0,12000,12012
Flood,Asia,2008,10,29,12000,12004
Flood,Asia,2020,6,4,12000,12003
Flood,Asia,2018,3,3,12000,12001
Flood,Asia,2006,6,50,0,12000
Flood,Americas,2015,5,32,12000,12000
Flood,Americas,2007,10,19,12000,12000
Flood,Asia,2009,1,18,12000,12000
Flood,Africa,2016,9,18,0,12000
Storm,Asia,2005,9,16,12000,12000
Flood,Americas,2015,5,16,12000,12000
Flood,Asia,2017,11,9,12000,12000
Flood,Europe,2005,8,7,12000,12000
Storm,Americas,2016,11,7,12000,12000
Storm,Americas,2017,10,7,12000,12000
Storm,Asia,2015,4,6,12000,12000
Storm,Americas,2013,5,4,12000,12000
Flood,Asia,2008,3,3,12000,12000
Flood,Asia,2018,1,2,12000,12000
Flood,Oceania,2006,2,1,0,12000
Storm,Oceania,2008,11,1,12000,12000
Flood,Europe,2010,7,1,12000,12000
Flood,Americas,2017,2,1,12000,12000
Earthquake,Asia,2006,11,0,12000,12000
Storm,Americas,2010,10,0,12000,12000
Flood,Asia,2011,1,0,12000,12000
Flood,Europe,2012,11,0,12000,12000
Flood,Asia,2014,9,0,12000,12000
Storm,Asia,2016,10,0,12000,12000
Flood,Asia,2014,11,0,12000,12000
Flood,Africa,2018,1,0,12000,12000
Earthquake,Asia,2018,5,0,12000,12000
Flood,Europe,2012,4,0,11871,11871
Earthquake,Asia,2010,10,530,11452,11864
Flood,Americas,2009,1,3,11805,11807
Earthquake,Asia,2019,7,8,5790,11804
Flood,Asia,2018,5,15,11704,11728
Storm,Asia,2019,6,0,11700,11700
Flood,Americas,2004,9,16,11650,11650
Flood,Europe,2019,6,0,11650,11650
Flood,Asia,2007,3,74,11530,11556
Storm,Africa,2018,6,3,11541,11541
Storm,Americas,2010,5,10,8717,11520
Storm,Asia,2005,3,79,0,11500
Storm,Americas,2017,9,13,11500,11500
Flood,Americas,2005,10,11,11500,11500
Flood,Americas,2012,4,0,0,11500
Flood,Asia,2018,8,18,11400,11400
Storm,Americas,2017,9,4,0,11400
Flood,Asia,2019,7,0,11400,11400
Flood,Africa,2013,8,2,11383,11396
Flood,Africa,2008,10,0,11295,11346
Storm,Asia,2014,9,11,11325,11325
Flood,Europe,2018,10,8,11300,11303
Flood,Africa,2013,8,0,11300,11300
Flood,Americas,2011,6,4,11200,11200
Flood,Africa,2020,1,41,11190,11190
Earthquake,Americas,2016,8,4,11115,11182
Flood,Africa,2012,4,5,11160,11160
Flood,Africa,2013,8,0,11106,11106
Storm,Asia,2016,8,11,11075,11090
Earthquake,Europe,2012,5,7,11000,11050
Storm,Americas,2015,4,2,10940,11037
Flood,Americas,2020,1,61,11000,11012
Storm,Asia,2019,1,3,11000,11009
Flood,Asia,2005,3,200,11000,11003
Storm,Americas,2016,8,54,11000,11000
Wildfire,Americas,2014,4,12,10500,11000
Flood,Americas,2012,4,9,11000,11000
Flood,Asia,2011,8,7,11000,11000
Flood,Asia,2008,10,5,11000,11000
Flood,Europe,2008,7,5,11000,11000
Flood,Americas,2011,5,5,0,11000
Flood,Americas,2005,4,2,11000,11000
Flood,Africa,2009,7,1,0,11000
Storm,Americas,2005,10,0,11000,11000
Flood,Africa,2006,8,0,11000,11000
Flood,Asia,2012,4,0,11000,11000
Flood,Americas,2012,5,0,11000,11000
Flood,Asia,2020,2,0,10905,10905
Flood,Africa,2007,7,10,10000,10884
Earthquake,Asia,2016,1,8,10500,10808
Flood,Asia,2006,5,32,10800,10800
Flood,Americas,2009,6,0,10800,10800
Flood,Africa,2013,1,18,10780,10780
Storm,Americas,2008,9,1,10745,10745
Flood,Europe,2011,5,0,10669,10669
Flood,Americas,2008,10,4,10663,10663
Flood,Africa,2016,7,5,10540,10646
Flood,Americas,2016,4,8,10355,10605
Flood,Africa,2004,8,65,10000,10600
Flood,Africa,2020,4,30,10600,10600
Storm,Asia,2013,1,1,10597,10597
Storm,Americas,2016,11,0,10570,10570
Flood,Africa,2015,11,31,10560,10560
Flood,Oceania,2009,1,12,10556,10556
Flood,Asia,2016,7,138,10500,10551
Flood,Africa,2005,4,1,10548,10548
Earthquake,Asia,2010,1,1,10000,10515
Storm,Asia,2005,3,24,0,10500
Storm,Americas,2016,9,11,10500,10500
Flood,Asia,2012,12,3,10500,10500
Storm,Africa,2009,3,0,6665,10500
Flood,Asia,2006,4,21,0,10461
Flood,Asia,2014,11,1,10420,10420
Storm,Americas,2016,8,0,10355,10355
Storm,Europe,2004,11,2,10300,10324
Flood,Asia,2015,6,40,10320,10320
Flood,Africa,2007,8,8,0,10296
Storm,Americas,2017,4,0,10260,10287
Flood,Asia,2008,3,37,10278,10278
Flood,Oceania,2013,8,0,10227,10227
Wildfire,Americas,2007,11,0,10000,10159
Earthquake,Asia,2011,5,3,0,10121
Storm,Americas,2019,1,6,9916,10111
Flood,Africa,2006,8,498,10000,10096
Storm,Asia,2004,9,25,10000,10089
Flood,Americas,2015,4,3,10089,10089
Flood,Americas,2017,9,0,10080,10080
Earthquake,Asia,2008,11,6,10000,10077
Storm,Asia,2012,1,16,10000,10060
Storm,Asia,2019,5,39,0,10045
Flood,Asia,2014,6,81,0,10035
Storm,Asia,2018,11,19,10000,10028
Storm,Americas,2015,4,2,10000,10025
Flood,Asia,2016,6,25,10000,10023
Earthquake,Americas,2013,2,0,9500,10015
Flood,Asia,2006,6,42,10000,10009
Flood,Americas,2004,5,688,7910,10002
Flood,Asia,2009,11,161,0,10000
Flood,Asia,2007,7,62,10000,10000
Flood,Africa,2004,4,50,10000,10000
Flood,Asia,2010,11,50,10000,10000
Flood,Africa,2016,12,50,0,10000
Flood,Africa,2016,4,39,10000,10000
Flood,Asia,2009,9,38,10000,10000
Flood,Africa,2010,7,33,0,10000
Flood,Americas,2005,8,30,10000,10000
Flood,Asia,2006,9,25,10000,10000
Flood,Americas,2005,1,19,0,10000
Flood,Asia,2006,1,19,10000,10000
Flood,Asia,2005,10,17,10000,10000
Flood,Asia,2013,6,15,10000,10000
Flood,Africa,2014,6,15,10000,10000
Flood,Asia,2005,7,12,10000,10000
Flood,Americas,2009,11,11,10000,10000
Flood,Asia,2015,7,11,10000,10000
Flood,Americas,2016,1,9,10000,10000
Storm,Asia,2018,12,8,10000,10000
Storm,Americas,2006,9,7,10000,10000
Storm,Americas,2008,5,7,10000,10000
Flood,Americas,2011,1,6,10000,10000
Flood,Americas,2012,11,6,10000,10000
Storm,Americas,2018,10,6,10000,10000
Flood,Africa,2005,5,5,10000,10000
Flood,Americas,2009,2,5,10000,10000
Flood,Americas,2019,1,4,10000,10000
Storm,Asia,2010,4,3,10000,10000
